__source_id,__source_name,skill_name,skill_category,company_name,company_size,industry,city,country,country_iso,latitude,longitude,population,role_name,job_level,employment_type,skill_level_required,posted_date,min_salary,max_salary,currency,required_exp_years,education_level,job_description,remote_option
324,DATA.csv,"NumPy, Python, Pandas",__NA__,__NA__,Startup,E-commerce,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2025,75000,75000,CAD,1,Masters,__NA__,Onsite
325,DATA.csv,"MLflow, TensorFlow, Python",__NA__,__NA__,Startup,Education,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,144100,144100,SGD,6,PhD,__NA__,Onsite
326,DATA.csv,"Reinforcement Learning, Distributed Training, PyTorch",__NA__,__NA__,Large,E-commerce,Noida,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2025,2346500,2346500,INR,12,Bachelors,__NA__,Remote
327,DATA.csv,"Prompt Engineering, A/B Testing, Python",__NA__,__NA__,Startup,E-commerce,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,118450,118450,CAD,2,Masters,__NA__,Hybrid
328,DATA.csv,"Prompt Engineering, A/B Testing, Evaluation",__NA__,__NA__,Large,Healthcare,Noida,India,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,2341400,2341400,INR,8,Masters,__NA__,Onsite
329,DATA.csv,"Python, Pandas, Statistics",__NA__,__NA__,Startup,Healthcare,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,91000,91000,GBP,4,Bachelors,__NA__,Hybrid
330,DATA.csv,"MLflow, PyTorch, Kubernetes",__NA__,__NA__,Medium,E-commerce,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,125400,125400,EUR,6,Bachelors,__NA__,Remote
331,DATA.csv,"A/B Testing, Python, Prompt Engineering",__NA__,__NA__,Large,Healthcare,Lyon,France,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2022,131100,131100,EUR,8,Bachelors,__NA__,Remote
332,DATA.csv,"Python, Pandas, Statistics",__NA__,__NA__,Startup,Education,San Francisco,United States,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,186000,186000,USD,7,Masters,__NA__,Remote
333,DATA.csv,"Distributed Training, Transformers, Reinforcement Learning",__NA__,__NA__,Startup,Consulting,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,236600,236600,AUD,10,Diploma,__NA__,Hybrid
334,DATA.csv,"Python, Pandas, SQL",__NA__,__NA__,Startup,Finance,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,178000,178000,AUD,5,PhD,__NA__,Hybrid
335,DATA.csv,"Python, RAG, Transformers",__NA__,__NA__,Startup,Education,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,102500,102500,EUR,1,Bachelors,__NA__,Remote
336,DATA.csv,"LLMs, Prompt Engineering, A/B Testing",__NA__,__NA__,Startup,E-commerce,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2022,150650,150650,AUD,5,Masters,__NA__,Onsite
337,DATA.csv,"Deep Learning, PyTorch, Reinforcement Learning",__NA__,__NA__,Startup,Consulting,Gurugram,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,1851200,1851200,INR,9,Masters,__NA__,Onsite
338,DATA.csv,"Scikit-learn, Pandas, NumPy",__NA__,__NA__,Medium,E-commerce,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,376000,376000,AED,14,Bachelors,__NA__,Onsite
339,DATA.csv,"TensorFlow, Kubernetes, PyTorch",__NA__,__NA__,Large,Consulting,Boston,United States,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,199100,199100,USD,11,Bachelors,__NA__,Remote
340,DATA.csv,"Docker, Kubernetes, Python",__NA__,__NA__,Large,Technology,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,100100,100100,EUR,0,Bachelors,__NA__,Onsite
341,DATA.csv,"LangChain, Python, Transformers",__NA__,__NA__,Startup,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,282500,282500,SGD,15,Diploma,__NA__,Onsite
342,DATA.csv,"LangChain, Transformers, Python",__NA__,__NA__,Medium,Education,Austin,United States,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,297500,297500,USD,14,Bachelors,__NA__,Onsite
343,DATA.csv,"PyTorch, Transformers, Distributed Training",__NA__,__NA__,Large,E-commerce,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,674700,674700,AED,10,Diploma,__NA__,Remote
344,DATA.csv,"A/B Testing, Prompt Engineering, LLMs",__NA__,__NA__,Medium,Consulting,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,141450,141450,AUD,5,PhD,__NA__,Remote
345,DATA.csv,"Prompt Engineering, Evaluation, A/B Testing",__NA__,__NA__,Large,Education,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,139150,139150,EUR,6,Diploma,__NA__,Hybrid
346,DATA.csv,"LangChain, Transformers, Vector Databases",__NA__,__NA__,Medium,Technology,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,133750,133750,AUD,0,Bachelors,__NA__,Remote
347,DATA.csv,"A/B Testing, LLMs, Evaluation",__NA__,__NA__,Medium,Education,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,116150,116150,GBP,13,Bachelors,__NA__,Remote
348,DATA.csv,"Python, TensorFlow, Kubernetes",__NA__,__NA__,Large,Education,Pune,India,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,1324400,1324400,INR,6,Bachelors,__NA__,Hybrid
349,DATA.csv,"MLflow, TensorFlow, Kubernetes",__NA__,__NA__,Medium,Finance,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,3008500,3008500,INR,14,Masters,__NA__,Hybrid
350,DATA.csv,"LLMs, Evaluation, Python",__NA__,__NA__,Medium,Education,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,632500,632500,AED,15,PhD,__NA__,Onsite
351,DATA.csv,"Python, Vector Databases, LangChain",__NA__,__NA__,Medium,Finance,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,130000,130000,SGD,6,Bachelors,__NA__,Hybrid
352,DATA.csv,"LLMs, Python, Prompt Engineering",__NA__,__NA__,Startup,Technology,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,105800,105800,EUR,4,Masters,__NA__,Onsite
353,DATA.csv,"Python, Statistics, NumPy",__NA__,__NA__,Startup,Consulting,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,153000,153000,AUD,5,Masters,__NA__,Onsite
354,DATA.csv,"TensorFlow, Kubernetes, PyTorch",__NA__,__NA__,Medium,Education,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2021,205700,205700,SGD,15,Diploma,__NA__,Hybrid
355,DATA.csv,"Deep Learning, PyTorch, Distributed Training",__NA__,__NA__,Medium,Consulting,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,789100,789100,AED,15,Diploma,__NA__,Remote
356,DATA.csv,"MLflow, Kubernetes, PyTorch",__NA__,__NA__,Startup,Technology,Marseille,France,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,94600,94600,EUR,4,Masters,__NA__,Onsite
357,DATA.csv,"RAG, PyTorch, Vector Databases",__NA__,__NA__,Medium,Finance,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,188750,188750,SGD,7,Bachelors,__NA__,Remote
358,DATA.csv,"SQL, Python, Pandas",__NA__,__NA__,Large,Consulting,Gurugram,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,1528000,1528000,INR,1,Bachelors,__NA__,Hybrid
359,DATA.csv,"PyTorch, Distributed Training, Reinforcement Learning",__NA__,__NA__,Medium,E-commerce,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,227500,227500,EUR,13,Diploma,__NA__,Remote
360,DATA.csv,"Docker, TensorFlow, Kubernetes",__NA__,__NA__,Medium,Technology,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,124300,124300,EUR,7,Masters,__NA__,Onsite
361,DATA.csv,"Docker, TensorFlow, Kubernetes",__NA__,__NA__,Startup,Healthcare,Gurugram,India,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,1800700,1800700,INR,4,PhD,__NA__,Remote
362,DATA.csv,"RAG, PyTorch, Transformers",__NA__,__NA__,Medium,E-commerce,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,170000,170000,CAD,15,Diploma,__NA__,Onsite
363,DATA.csv,"Python, Prompt Engineering, LLMs",__NA__,__NA__,Large,Technology,Manchester,United Kingdom,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,112700,112700,GBP,10,Masters,__NA__,Remote
364,DATA.csv,"NumPy, Pandas, Statistics",__NA__,__NA__,Startup,Education,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,97000,97000,EUR,12,Bachelors,__NA__,Hybrid
365,DATA.csv,"Kubernetes, PyTorch, Docker",__NA__,__NA__,Large,Technology,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,190300,190300,AUD,6,Bachelors,__NA__,Onsite
366,DATA.csv,"Scikit-learn, Python, SQL",__NA__,__NA__,Medium,E-commerce,Noida,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,2164000,2164000,INR,9,Diploma,__NA__,Hybrid
367,DATA.csv,"Docker, Kubernetes, Python",__NA__,__NA__,Large,Finance,Marseille,France,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,163900,163900,EUR,13,Diploma,__NA__,Remote
368,DATA.csv,"MLflow, Kubernetes, Docker",__NA__,__NA__,Medium,Education,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,124300,124300,CAD,6,Masters,__NA__,Hybrid
369,DATA.csv,"Distributed Training, Reinforcement Learning, Transformers",__NA__,__NA__,Startup,Finance,Gurugram,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,3183700,3183700,INR,10,Diploma,__NA__,Hybrid
370,DATA.csv,"NumPy, Scikit-learn, SQL",__NA__,__NA__,Medium,Healthcare,Marseille,France,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2020,97000,97000,EUR,5,Diploma,__NA__,Onsite
371,DATA.csv,"Evaluation, A/B Testing, Python",__NA__,__NA__,Large,Finance,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,98900,98900,EUR,3,PhD,__NA__,Remote
372,DATA.csv,"Scikit-learn, SQL, Pandas",__NA__,__NA__,Large,Technology,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,1730000,1730000,INR,4,Masters,__NA__,Hybrid
373,DATA.csv,"Reinforcement Learning, Distributed Training, PyTorch",__NA__,__NA__,Medium,Education,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2025,127400,127400,EUR,12,PhD,__NA__,Hybrid
374,DATA.csv,"Python, LLMs, Evaluation",__NA__,__NA__,Medium,Finance,Austin,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,200100,200100,USD,6,Diploma,__NA__,Hybrid
375,DATA.csv,"Python, Transformers, Vector Databases",__NA__,__NA__,Startup,Healthcare,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,428750,428750,AED,1,Masters,__NA__,Hybrid
376,DATA.csv,"SQL, Pandas, Scikit-learn",__NA__,__NA__,Medium,Education,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,123000,123000,CAD,3,Bachelors,__NA__,Hybrid
377,DATA.csv,"PyTorch, Transformers, Distributed Training",__NA__,__NA__,Large,E-commerce,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2020,599300,599300,AED,7,Diploma,__NA__,Remote
378,DATA.csv,"Distributed Training, PyTorch, Deep Learning",__NA__,__NA__,Large,Consulting,Gurugram,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,2262000,2262000,INR,10,Diploma,__NA__,Remote
379,DATA.csv,"Deep Learning, Distributed Training, Transformers",__NA__,__NA__,Startup,E-commerce,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,110500,110500,EUR,10,PhD,__NA__,Remote
380,DATA.csv,"Evaluation, Prompt Engineering, LLMs",__NA__,__NA__,Large,Consulting,Pune,India,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,2682950,2682950,INR,12,Diploma,__NA__,Onsite
381,DATA.csv,"NumPy, Pandas, Scikit-learn",__NA__,__NA__,Startup,Technology,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,1831000,1831000,INR,5,PhD,__NA__,Hybrid
382,DATA.csv,"Evaluation, Python, Prompt Engineering",__NA__,__NA__,Startup,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,110400,110400,SGD,2,Diploma,__NA__,Hybrid
383,DATA.csv,"Distributed Training, Transformers, PyTorch",__NA__,__NA__,Medium,Healthcare,Paris,France,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2025,188500,188500,EUR,12,PhD,__NA__,Hybrid
384,DATA.csv,"Deep Learning, PyTorch, Reinforcement Learning",__NA__,__NA__,Startup,Consulting,London,United Kingdom,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,153400,153400,GBP,15,Diploma,__NA__,Remote
385,DATA.csv,"Python, Evaluation, A/B Testing",__NA__,__NA__,Medium,Finance,Austin,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,178250,178250,USD,9,Masters,__NA__,Remote
386,DATA.csv,"PyTorch, LangChain, Transformers",__NA__,__NA__,Startup,Technology,Toronto,Canada,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,177500,177500,CAD,14,PhD,__NA__,Hybrid
387,DATA.csv,"Vector Databases, Python, LangChain",__NA__,__NA__,Large,Consulting,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,148750,148750,AUD,5,Bachelors,__NA__,Hybrid
388,DATA.csv,"Python, Evaluation, Prompt Engineering",__NA__,__NA__,Medium,Healthcare,San Francisco,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,232300,232300,USD,12,PhD,__NA__,Remote
389,DATA.csv,"RAG, Transformers, LangChain",__NA__,__NA__,Medium,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,158750,158750,SGD,5,PhD,__NA__,Remote
390,DATA.csv,"SQL, Scikit-learn, Statistics",__NA__,__NA__,Medium,E-commerce,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2020,327000,327000,AED,7,Masters,__NA__,Onsite
391,DATA.csv,"Python, Evaluation, Prompt Engineering",__NA__,__NA__,Large,Education,Lyon,France,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,141450,141450,EUR,14,PhD,__NA__,Onsite
392,DATA.csv,"Statistics, SQL, Python",__NA__,__NA__,Large,Healthcare,Seattle,United States,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,293000,293000,USD,15,Diploma,__NA__,Onsite
393,DATA.csv,"MLflow, Kubernetes, TensorFlow",__NA__,__NA__,Medium,Finance,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,394900,394900,AED,9,Masters,__NA__,Remote
394,DATA.csv,"LLMs, Evaluation, Python",__NA__,__NA__,Medium,Consulting,New York,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,204700,204700,USD,9,Diploma,__NA__,Remote
395,DATA.csv,"Transformers, PyTorch, Python",__NA__,__NA__,Large,Education,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,636250,636250,AED,14,Bachelors,__NA__,Onsite
396,DATA.csv,"Statistics, Pandas, NumPy",__NA__,__NA__,Startup,Technology,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,152000,152000,AUD,12,PhD,__NA__,Onsite
397,DATA.csv,"Evaluation, LLMs, A/B Testing",__NA__,__NA__,Large,Technology,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,132250,132250,CAD,3,Diploma,__NA__,Hybrid
398,DATA.csv,"LangChain, Transformers, Vector Databases",__NA__,__NA__,Large,Healthcare,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,167500,167500,SGD,8,Bachelors,__NA__,Hybrid
399,DATA.csv,"Vector Databases, LangChain, PyTorch",__NA__,__NA__,Medium,Technology,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,93750,93750,EUR,2,Masters,__NA__,Onsite
400,DATA.csv,"Transformers, LangChain, Vector Databases",__NA__,__NA__,Medium,Finance,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,86250,86250,GBP,1,Diploma,__NA__,Onsite
401,DATA.csv,"LLMs, A/B Testing, Prompt Engineering",__NA__,__NA__,Startup,Education,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,161000,161000,GBP,14,Diploma,__NA__,Onsite
402,DATA.csv,"A/B Testing, LLMs, Python",__NA__,__NA__,Medium,Education,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,422050,422050,AED,6,PhD,__NA__,Onsite
403,DATA.csv,"TensorFlow, MLflow, Python",__NA__,__NA__,Medium,Technology,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,134200,134200,AUD,2,Masters,__NA__,Hybrid
404,DATA.csv,"Scikit-learn, Pandas, SQL",__NA__,__NA__,Medium,Finance,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,371000,371000,AED,6,Bachelors,__NA__,Hybrid
405,DATA.csv,"Transformers, LangChain, RAG",__NA__,__NA__,Large,Consulting,Pune,India,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,1737500,1737500,INR,1,Diploma,__NA__,Hybrid
406,DATA.csv,"Python, PyTorch, LangChain",__NA__,__NA__,Large,E-commerce,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,182500,182500,SGD,13,Diploma,__NA__,Remote
407,DATA.csv,"Distributed Training, Transformers, PyTorch",__NA__,__NA__,Medium,E-commerce,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,1541800,1541800,INR,3,Bachelors,__NA__,Onsite
408,DATA.csv,"Reinforcement Learning, PyTorch, Distributed Training",__NA__,__NA__,Medium,Finance,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,159900,159900,EUR,10,Bachelors,__NA__,Remote
409,DATA.csv,"TensorFlow, Docker, MLflow",__NA__,__NA__,Large,Education,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,101200,101200,EUR,3,Bachelors,__NA__,Hybrid
410,DATA.csv,"PyTorch, MLflow, Kubernetes",__NA__,__NA__,Large,Consulting,Munich,Germany,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,92400,92400,EUR,1,Diploma,__NA__,Hybrid
411,DATA.csv,"Scikit-learn, Statistics, NumPy",__NA__,__NA__,Startup,Finance,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,160000,160000,CAD,12,PhD,__NA__,Remote
412,DATA.csv,"Scikit-learn, Python, NumPy",__NA__,__NA__,Medium,Finance,Pune,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,1803000,1803000,INR,4,Masters,__NA__,Onsite
413,DATA.csv,"Reinforcement Learning, PyTorch, Transformers",__NA__,__NA__,Large,E-commerce,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,1817400,1817400,INR,9,PhD,__NA__,Remote
414,DATA.csv,"PyTorch, Transformers, RAG",__NA__,__NA__,Medium,Education,Paris,France,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,106250,106250,EUR,1,Diploma,__NA__,Remote
415,DATA.csv,"PyTorch, Deep Learning, Reinforcement Learning",__NA__,__NA__,Medium,E-commerce,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,93600,93600,EUR,0,PhD,__NA__,Onsite
416,DATA.csv,"LLMs, Python, A/B Testing",__NA__,__NA__,Large,Healthcare,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,445050,445050,AED,8,Masters,__NA__,Hybrid
417,DATA.csv,"Deep Learning, Distributed Training, PyTorch",__NA__,__NA__,Large,E-commerce,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2025,217100,217100,AUD,11,Diploma,__NA__,Remote
418,DATA.csv,"Transformers, Distributed Training, Reinforcement Learning",__NA__,__NA__,Startup,Finance,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,249600,249600,SGD,15,Bachelors,__NA__,Onsite
419,DATA.csv,"Python, TensorFlow, Docker",__NA__,__NA__,Medium,E-commerce,Manchester,United Kingdom,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,75900,75900,GBP,3,PhD,__NA__,Remote
420,DATA.csv,"NumPy, Statistics, Python",__NA__,__NA__,Large,Technology,Gurugram,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,2042000,2042000,INR,14,Masters,__NA__,Hybrid
421,DATA.csv,"Reinforcement Learning, Deep Learning, PyTorch",__NA__,__NA__,Startup,Healthcare,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,244400,244400,SGD,11,Bachelors,__NA__,Hybrid
422,DATA.csv,"NumPy, Pandas, SQL",__NA__,__NA__,Startup,Education,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,169000,169000,AUD,14,Diploma,__NA__,Onsite
423,DATA.csv,"NumPy, Statistics, Scikit-learn",__NA__,__NA__,Medium,Finance,Lyon,France,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,62000,62000,EUR,0,Bachelors,__NA__,Remote
424,DATA.csv,"LLMs, A/B Testing, Evaluation",__NA__,__NA__,Startup,Technology,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2022,156400,156400,AUD,10,PhD,__NA__,Remote
425,DATA.csv,"Python, PyTorch, LangChain",__NA__,__NA__,Startup,E-commerce,Marseille,France,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,125000,125000,EUR,10,Masters,__NA__,Onsite
426,DATA.csv,"LangChain, RAG, Python",__NA__,__NA__,Medium,Consulting,Marseille,France,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,170000,170000,EUR,9,Diploma,__NA__,Onsite
427,DATA.csv,"Python, TensorFlow, Kubernetes",__NA__,__NA__,Large,E-commerce,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,130900,130900,EUR,13,Masters,__NA__,Remote
428,DATA.csv,"Python, Vector Databases, RAG",__NA__,__NA__,Startup,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,130000,130000,SGD,0,PhD,__NA__,Onsite
429,DATA.csv,"PyTorch, Python, LangChain",__NA__,__NA__,Startup,Consulting,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,198750,198750,EUR,14,PhD,__NA__,Onsite
430,DATA.csv,"Vector Databases, LangChain, Python",__NA__,__NA__,Large,Consulting,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,116250,116250,CAD,2,Diploma,__NA__,Hybrid
431,DATA.csv,"LangChain, Python, Vector Databases",__NA__,__NA__,Startup,Education,Manchester,United Kingdom,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,115000,115000,GBP,7,Diploma,__NA__,Remote
